10003,10021,9988,9991,9996,10005,9991,10010,9995,9994,10006,9993,10010,10011,9988,9986,
10008,9992,10010,9990,9983,9995,10007,9995,10002,10005,9978,10001,10000,10007,9983,10023,
10002,9996,9996,10000,10007,9992,10006,9994,10023,9992,9994,9996,10010,9986,10000,10004,
10003,10015,10004,10014,10006,10002,10000,9996,9981,9997,9993,9998,9995,9992,10002,9992,
9993,9993,9988,9995,10001,9993,9986,9991,9998,9990,10003,9999,10002,10004,9990,10004,
9998,10000,9981,9999,10008,10002,10008,10001,9988,10005,9988,9996,10012,10027,10000,9999,
10005,9999,9994,9994,10001,10005,9995,9998,9994,10007,10000,10006,10008,9997,10006,9993,
9986,10006,10011,9996,10020,10004,10000,9995,9994,10010,10006,10001,9991,9995,10004,9988,
10003,10014,10004,9988,10010,10011,10007,10007,10002,9997,9976,10002,9996,9987,10014,10009,
10008,10008,9988,9986,10011,9986,10013,9999,10007,10005,10002,9992,10015,9983,9998,9997,
10014,10016,10013,9999,10003,10006,9995,9989,9997,10000,10000,10003,10000,10001,10005,10009,
10003,10000,9991,9991,10001,9999,10008,9998,10000,9986,9994,9991,9995,10002,9993,10003,
9992,10314,10003,10002,10013,9993,10019,9675,10008,9987,9990,9996,10008,9998,9991,9999,
9983,10315,10004,10011,10022,9994,10011,9674,10009,9997,9994,10005,9989,9983,9981,9991,
9995,10311,10000,9979,10006,9992,10013,10015,10012,10009,10007,10004,10012,9996,9998,10004,
10006,10309,10000,10006,10006,9995,9996,10003,10013,9993,9988,10004,10008,9981,10014,10005,
10004,10013,9981,10007,10016,9984,10003,9984,9992,9995,9995,9995,9999,10005,10008,10010,
10004,10000,10000,9996,9992,10001,10003,10002,10016,10010,9988,9994,10000,10000,9997,9988,
10002,9995,9993,10018,10003,9996,10002,9995,9986,9995,9998,10015,10004,9988,9996,9992,
10009,9990,9999,9995,10000,10006,9990,9999,9997,10025,9989,9981,9987,10005,10001,9986,
9992,9988,10000,9995,10000,10016,9991,10005,9995,9987,10004,10008,10003,10020,9983,10006,
10000,10010,10029,10008,10019,10010,9989,9993,10014,10003,9993,10001,9998,9985,9992,9998,
9992,9995,10014,10007,9997,10014,10000,10003,9999,10005,9992,10000,9994,10000,10014,9992,
9979,9992,9998,9994,9994,10000,9994,9995,9990,9986,10020,10014,10009,9997,9990,10008,
10002,10004,9992,9998,9980,10003,10025,9991,10004,10014,9998,9990,10008,9994,9991,9986,
9994,10011,10020,10005,9993,10002,10018,10004,10011,10003,10001,9989,9991,9990,10000,10025,
10007,10014,10005,10004,10028,9998,10014,10003,9998,10005,10013,9997,10002,10002,10009,10000,
9982,10005,9994,10011,10000,10006,9993,9990,9992,9998,9997,9990,10028,10004,9985,10012,
10012,10010,10000,10011,9988,9996,10003,9991,10000,10010,10018,10012,9976,10009,9985,10000,
10026,10019,9990,10009,10006,10005,10001,10014,10002,9993,10004,9999,9979,10006,9985,10000,
9989,9998,9996,9998,10005,10014,10012,9994,10007,10001,10014,9998,10004,9995,9993,10003,
9996,10018,9992,10004,10012,9998,9996,9996,10000,10010,10017,10000,10013,10011,9991,10003,
10002,10000,9986,10000,10005,9995,10000,10002,10008,9989,10013,10000,9991,9996,10014,10005,
